id;genres;id_imdb;popularity;title;vote_average;vote_count;director
2758;['action', 'adventure', 'drama'];1251;2,44725E+16;Letters from Iwo Jima;72;541;clinteastwood
2759;['adventure', 'comedy', 'drama'];5172;6,76444E+15;The Astronaut Farmer;62;123;michaelpolish
2760;['comedy', 'romance'];58680;1750054;Woo;55;10;daisyvonscherlermayer
2761;['drama', 'thriller'];264644;6,61133E+15;Room;81;2757;lennyabrahamson
2762;['comedy'];14577;9066881;Dirty Work;65;66;bobsaget
2763;['comedy', 'crime', 'horror'];11592;6170139;Serial Mom;64;135;johnwaters
2764;['comedy'];16406;4,74254E+16;Dick;57;67;andrewfleming
2765;['drama', 'thriller'];19052;1212956;Light It Up;66;7;craigbolotin
2766;['music', 'drama'];3682;1,18809E+16;54;55;135;markchristopher
2767;['adventure', 'comedy', 'drama'];9683;1,01311E+16;Bubble Boy;51;163;blairhayes
2768;['comedy', 'crime', 'thriller'];2084;5831302;Birthday Girl;61;103;jezbutterworth
2769;['comedy'];107811;35522027;21 & Over;57;737;jonlucas
2770;['drama', 'romance'];2266;10573191;Paris, je t'aime;68;207;isabelcoixet
2771;['drama'];13074;4898437;Resurrecting the Champ;59;60;rodlurie
2772;['comedy', 'drama', 'romance'];144340;1,76324E+16;Admission;54;304;paulweitz
2773;['romance', 'drama'];48217;1,78007E+16;The Widow of Saint-Pierre;67;11;patriceleconte
2774;['drama', 'thriller', 'mystery'];28211;26373864;Chloe;59;498;atomegoyan
2775;['comedy', 'crime', 'drama'];47502;1,64734E+16;Faithful;48;4;paulmazursky
2776;['drama', 'action', 'comedy'];9950;1,23213E+16;Find Me Guilty;65;138;sidneylumet
2777;['drama', 'romance'];84892;4,34441E+16;The Perks of Being a Wallflower;77;2968;stephenchbosky
2778;['action'];24227;1,27911E+16;Excessive Force;45;10;jonhess
2779;['drama'];9672;3,6809E+16;Infamous;64;60;douglasmcgrath
2780;['drama', 'romance', 'western'];44853;2996284;The Claim;56;17;michaelwinterbottom
2781;['thriller', 'horror'];157544;10475368;The Vatican Tapes;46;243;markneveldine
2782;['action', 'comedy', 'sciencefiction'];59678;3,09524E+16;Attack the Block;63;733;joecornish
2783;['drama', 'romance', 'war'];79777;4,26747E+15;In the Land of Blood and Honey;58;45;angelinajolie
2784;['crime', 'thriller'];158011;34532418;The Call;66;1257;bradanderson
2785;['history', 'drama', 'war'];407887;6116436;Operation Chromite;58;29;johnh.lee
2786;['family', 'action', 'adventure'];17043;1,71497E+16;The Crocodile Hunter: Collision Course;53;34;johnstainton
2787;['comedy', 'drama', 'romance'];8952;19664699;I Love You Phillip Morris;64;503;glennficarra
2788;['adventure', 'drama'];62204;6537986;Quest for Fire;71;109;jean-jacquesannaud
2789;['drama', 'romance'];13435;13349012;Antwone Fisher;67;137;denzelwashington
2790;['drama', 'romance'];17187;6796079;The Emperor's Club;69;96;michaelhoffman
2791;['action', 'thriller', 'crime'];319;35268557;True Romance;75;749;tonyscott
2792;['romance', 'sciencefiction'];59457;7453347;Womb;59;92;benedekfliegauf
2793;['crime', 'drama', 'mystery'];9504;13939054;Glengarry Glen Ross;75;323;jamesfoley
2794;['crime', 'drama', 'thriller'];37414;11892615;The Killer Inside Me;60;173;michaelwinterbottom
2795;['drama', 'fantasy', 'horror'];6217;569872;Cat People;60;94;paulschrader
2796;['horror', 'mystery', 'thriller'];26688;8780512;Sorority Row;54;177;stewarthendler
2797;['adventure', 'drama', 'romance'];43867;4021389;The Prisoner of Zenda;84;11;johncromwell
2798;['comedy', 'romance', 'drama'];6615;15817096;Lars and the Real Girl;71;509;craiggillespie
2799;['war', 'drama'];14574;3,48212E+16;The Boy in the Striped Pyjamas;77;1451;markherman
2800;['drama', 'crime', 'music'];16;22022228;Dancer in the Dark;76;377;larsvontrier
2801;['drama', 'romance'];39780;1,39384E+16;Oscar and Lucinda;62;25;gillianarmstrong
2802;['crime', 'drama'];21612;2950618;The Funeral;73;31;abelferrara
2803;['comedy', 'drama', 'romance'];36691;7497306;Solitary Man;58;84;briankoppelman
2804;['action', 'comedy', 'thriller'];23631;2,63962E+16;Machete;63;1150;robertrodriguez
2805;['crime', 'comedy', 'drama'];45324;6546037;Casino Jack;60;94;georgehickenlooper
2806;['animation', 'adventure', 'family'];12144;2,86702E+16;The Land Before Time;70;640;donbluth
2807;['action', 'adventure', 'drama'];11658;9,57271E+15;Tae Guk Gi: The Brotherhood of War;74;133;kangje-gyu
2808;['drama', 'family'];56601;9,03529E+15;The Perfect Game;63;30;williamdear
2809;['drama', 'horror', 'thriller'];9552;47584643;The Exorcist;75;2005;williamfriedkin
2810;['horror', 'thriller', 'adventure'];578;50152327;Jaws;75;2542;stevenspielberg
2811;['comedy', 'romance'];2105;6,07672E+16;American Pie;64;2296;chrisweitz
2812;['animation', 'comedy', 'drama'];126319;11103202;Ernest & Celestine;76;142;stÃ©phaneaubier
2813;['action', 'adventure', 'comedy'];10136;1,52621E+16;The Golden Child;56;304;michaelritchie
2814;['comedy', 'romance'];67660;6035152;Think Like a Man;69;281;timstory
2815;['comedy', 'drama'];10611;10297189;Barbershop;62;137;timstory
2816;['action', 'adventure', 'sciencefiction'];154;22434102;Star Trek II: The Wrath of Khan;73;675;nicholasmeyer
2817;['comedy', 'mystery'];3049;41249004;Ace Ventura: Pet Detective;64;1648;tomshadyac
2818;['thriller', 'sciencefiction'];860;2,31618E+16;WarGames;70;504;johnbadham
2819;['crime', 'drama', 'romance'];9281;19195399;Witness;70;375;peterweir
2820;['action', 'thriller', 'war'];75674;2,19581E+16;Act of Valor;63;417;mikemccoy
2821;['music', 'drama', 'romance'];9762;4,54778E+16;Step Up;67;1060;annefletcher
2822;['animation', 'comedy'];3179;1260629;Beavis and Butt-Head Do America;65;168;mikejudge
2823;['comedy', 'crime', 'romance'];184;4,06317E+16;Jackie Brown;73;1514;quentintarantino
2824;['comedy', 'adventure'];13335;2,62196E+16;Harold & Kumar Escape from Guantanamo Bay;62;497;jonhurwitz
2825;['sciencefiction', 'drama', 'thriller'];76726;64504747;Chronicle;66;1935;joshtrank
2826;['music', 'drama', 'romance'];10269;3389249;Yentl;62;51;barbrastreisand
2827;['family', 'fantasy', 'sciencefiction'];36819;14779537;Time Bandits;66;249;terrygilliam
2828;['action', 'adventure', 'comedy'];17130;6,70332E+16;Crossroads;47;158;tamradavis
2829;['comedy', 'crime'];57214;49070321;Project X;65;1564;nimanourizadeh
2830;['drama', 'history', 'war'];11202;21933822;Patton;73;323;franklinj.schaffner
2831;['horror', 'thriller'];9357;20624896;One Hour Photo;66;435;markromanek
2832;['horror', 'sciencefiction', 'thriller'];13812;8083995;Quarantine;55;339;johnerickdowdle
2833;['drama', 'horror', 'thriller'];9030;11135734;The Eye;55;281;davidmoreau
2834;['comedy', 'family'];19084;4623609;Johnson Family Vacation;47;30;christophererskin
2835;['comedy'];8386;1,15103E+16;How High;63;218;jessedylan
2836;['comedy', 'family', 'fantasy'];10437;15085981;The Muppet Christmas Carol;72;212;brianhenson
2837;['drama', 'romance'];1360;18422327;Frida;73;383;julietaymor
2838;['documentary', 'music'];101267;8410688;Katy Perry: Part of Me;65;85;dancutforth
2839;['romance', 'drama'];222935;74358971;The Fault in Our Stars;76;3759;joshboone
2840;['drama', 'crime'];10220;1,8422E+16;Rounders;69;439;johndahl
2841;['drama', 'comedy'];284296;15896312;Top Five;63;210;chrisrock
2842;['horror', 'sciencefiction'];31915;8,61659E+15;Prophecy;54;25;johnfrankenheimer
2843;['horror', 'mystery', 'thriller'];11601;6044161;Stir of Echoes;65;330;davidkoepp
2844;['drama'];205220;2,90195E+16;Philomena;74;579;stephenfrears
2845;['comedy', 'drama'];11354;62464;The Upside of Anger;64;72;mikebinder
2846;['horror', 'drama', 'thriller'];16241;5315213;The Boys from Brazil;66;101;franklinj.schaffner
2847;['fantasy', 'romance', 'family'];14191;16931846;Aquamarine;58;364;elizabethallenrosenbaum
2848;['drama', 'mystery', 'romance'];286565;64610671;Paper Towns;61;1937;jakeschreier
2849;['comedy'];26710;4480167;My Baby's Daddy;43;15;cheryldunye
2850;['drama', 'adventure'];129670;29223881;Nebraska;74;636;alexanderpayne
2851;['horror', 'comedy', 'thriller'];9059;7710797;Tales from the Crypt: Demon Knight;67;94;ernestr.dickerson
2852;['comedy', 'family', 'fantasy'];34549;1,08182E+16;Max Keeble's Big Move;54;33;timhill
2853;['comedy', 'drama'];57157;16183746;Young Adult;56;364;jasonreitman
2854;['action', 'thriller', 'crime'];1948;4,79928E+16;Crank;66;1151;briantaylor
2855;['comedy', 'romance'];28353;120245;Def Jam's How to Be a Player;53;8;lionelc.martin
2856;['comedy', 'drama', 'romance'];46889;700792;Living Out Loud;53;11;richardlagravenese
2857;['comedy', 'drama', 'romance'];38093;10409253;Just Wright;61;99;sanaahamri
2858;['drama'];14976;14345428;Rachel Getting Married;61;163;jonathandemme
2859;['romance', 'crime', 'drama'];11027;6,80376E+15;The Postman Always Rings Twice;64;110;bobrafelson
2860;['drama', 'romance'];3635;19944479;Girl with a Pearl Earring;64;377;peterwebber
2861;['action', 'drama', 'history'];387;26967494;Das Boot;79;613;wolfgangpetersen
2862;['comedy'];6020;3,44454E+16;Sorority Boys;46;47;wallacewolodarsky
2863;['comedy', 'drama', 'sciencefiction'];122906;7,48176E+15;About Time;78;2067;richardcurtis
2864;['adventure', 'drama', 'action'];9550;21064082;House of Flying Daggers;71;439;zhangyimou
2865;['drama', 'thriller'];60599;1640512;Arbitrage;61;294;nicholasjarecki
2866;['sciencefiction', 'thriller'];227719;32940597;Project Almanac;64;933;deanisraelite
2867;['drama', 'history', 'music'];14299;13427427;Cadillac Records;69;86;darnellmartin
2868;['action', 'comedy'];19419;5359381;Screwed;49;23;scottalexander
2869;['action', 'thriller', 'sciencefiction'];12088;8708229;Fortress;57;168;stuartgordon
2870;['comedy', 'drama'];14799;4,33043E+16;For Your Consideration;59;43;christopherguest
2871;['drama', 'comedy'];9466;7594593;Celebrity;60;111;woodyallen
2872;['drama', 'comedy'];7510;4,7702E+15;Running with Scissors;58;78;ryanmurphy
2873;['comedy', 'romance'];31246;1623338;From Justin to Kelly;30;23;robertiscove
2874;['comedy'];61752;2993939;Girl 6;57;16;spikelee
2875;['mystery', 'thriller'];10944;10536092;In the Cut;46;89;janecampion
2876;['drama', 'romance'];10362;8290636;Two Lovers;66;154;jamesgray
2877;['comedy', 'drama'];14778;3,60384E+16;Last Orders;60;22;fredschepisi
2878;['adventure', 'crime', 'thriller'];45226;1379643;The Pursuit of D.B. Cooper;68;4;rogerspottiswoode
2879;['comedy', 'horror', 'thriller'];10212;9164386;Ravenous;69;141;antoniabird
2880;['comedy', 'drama'];8669;9779444;Charlie Bartlett;65;225;jonpoll
2881;['comedy', 'drama'];179144;32523573;The Great Beauty;73;720;paolosorrentino
2882;['comedy', 'drama'];16857;2,24888E+16;The Dangerous Lives of Altar Boys;64;53;petercare
2883;['drama', 'horror', 'thriller'];86825;27322212;Stoker;65;882;parkchan-wook
2884;['fantasy', 'drama', 'sciencefiction'];844;1,26648E+16;2046;69;206;wongkar-wai
2885;['crime', 'drama', 'romance'];8060;3004432;Married Life;61;38;irasachs
2886;['adventure', 'drama', 'family'];15907;4795244;Duma;69;41;carrollballard
2887;['drama', 'romance'];38448;5841285;Ondine;65;84;neiljordan
2888;['crime', 'drama', 'thriller'];327;5327714;Brother;68;107;takeshikitano
2889;['comedy'];9260;3582733;Welcome to Collinwood;62;50;anthonyrusso
2890;['comedy', 'drama'];61337;2678715;Critical Care;61;9;sidneylumet
2891;['thriller', 'drama', 'mystery'];13079;9728143;The Life Before Her Eyes;61;88;vadimperelman
2892;['drama', 'romance'];89325;2303865;Darling Companion;53;22;lawrencekasdan
2893;['drama', 'thriller'];4170;11237374;Trade;68;67;marcokreuzpaintner
2894;['war', 'drama'];41508;1906807;Fateless;65;28;lajoskoltai
2895;['comedy'];12479;2695896;Breakfast of Champions;52;28;alanrudolph
2896;['comedy', 'drama', 'thriller'];44555;1416796;A Woman, a Gun and a Noodle Shop;48;13;zhangyimou
2897;['thriller', 'sciencefiction', 'mystery'];10133;1,16369E+16;Cypher;67;192;vincenzonatali
2898;['drama', 'history', 'war'];21345;4793348;City of Life and Death;76;55;luchuan
2899;['animation', 'family', 'action'];173931;7,38652E+15;Legend of a Rabbit;30;3;lijunsun
2900;['sciencefiction'];61984;5158067;Space Battleship Yamato;63;59;takashiyamazaki
2901;['war', 'drama'];50601;5727602;5 Days of War;58;62;rennyharlin
2902;['horror'];26466;2,54969E+16;Triangle;69;612;christophersmith
2903;['drama'];345003;489271;10 Days in a Madhouse;43;5;timothyhines
2904;['drama'];236751;11150261;Heaven is for Real;60;229;randallwallace
2905;['thriller', 'crime'];107;53595686;Snatch;77;2912;guyritchie
2906;['drama', 'romance'];357837;1,86234E+16;Dancin' It's On;43;2;davidwinters
2907;['drama', 'horror'];8913;20747994;Pet Sematary;64;407;marylambert
2908;['drama'];13889;2930853;Madadayo;75;20;akirakurosawa
2909;['drama'];18530;475919;The Cry of the Owl;55;29;jamiethraves
2910;['drama', 'history', 'romance'];358451;753362;A Tale of Three Cities;63;5;mabelcheung
2911;['fantasy', 'horror', 'comedy'];927;45072136;Gremlins;69;1596;joedante
2912;['adventure', 'action', 'sciencefiction'];11;126393695;Star Wars;81;6624;georgelucas
2913;['comedy'];291870;56805781;Dirty Grandpa;57;1406;danmazer
2914;['drama', 'romance', 'war'];907;12854853;Doctor Zhivago;74;247;davidlean
2915;['adventure', 'crime', 'drama'];206563;1,46374E+16;Trash;71;242;stephendaldry
2916;['comedy', 'drama', 'family'];11887;21801188;High School Musical 3: Senior Year;62;821;kennyortega
2917;['drama'];45317;31019381;The Fighter;72;1486;davido.russell
2918;['action', 'comedy', 'documentary'];12094;11227087;Jackass Number Two;64;298;jefftremaine
2919;['comedy', 'drama'];10377;19231507;My Cousin Vinny;73;384;jonathanlynn
2920;['drama'];249164;31162838;If I Stay;73;1368;r.j.cutler
2921;['action', 'comedy', 'crime'];256092;394487;Drive Hard;39;74;briantrenchard-smith
2922;['comedy'];9942;7,55919E+16;Major League;66;217;davids.ward
2923;['comedy', 'family', 'sciencefiction'];10748;7,37759E+15;St. Trinian's;56;142;barnabythompson
2924;['thriller', 'drama'];1817;38018085;Phone Booth;67;1062;joelschumacher
2925;['drama', 'romance'];10229;3,32836E+16;A Walk to Remember;75;1018;adamshankman
2926;['drama'];687;1,58649E+16;Dead Man Walking;73;337;timrobbins
2927;['drama', 'romance', 'thriller'];796;23449703;Cruel Intentions;66;827;rogerkumble
2928;['horror', 'mystery'];22804;31900899;Saw VI;60;722;kevingreutert
2929;['comedy'];10156;1,42823E+16;History of the World: Part I;65;204;melbrooks
2930;['adventure'];12837;7645979;The Secret Life of Bees;74;158;ginaprince-bythewood
2931;['action', 'comedy', 'crime'];17708;3,49576E+16;Corky Romano;41;54;robpritts
2932;['drama', 'horror', 'thriller'];13937;7558959;Raising Cain;59;65;briandepalma
2933;['drama', 'action'];28932;3375208;F.I.S.T.;64;29;normanjewison
2934;['sciencefiction'];31909;4234269;Invaders from Mars;55;57;tobehooper
2935;['drama', 'romance'];167073;39337949;Brooklyn;72;1213;johncrowley
2936;['drama', 'romance', 'war'];3175;29543331;Barry Lyndon;77;505;stanleykubrick
2937;['comedy'];14369;412064;Out Cold;58;53;brendanmalloy
2938;['comedy'];16888;2259537;The Ladies Man;57;34;reginaldhudlin
2939;['drama', 'comedy', 'romance'];121826;7,72202E+15;Quartet;63;139;dustinhoffman
2940;['comedy', 'romance'];10646;7063053;Tomcats;49;74;gregorypoirier
2941;['drama', 'thriller', 'crime'];12149;1,6004E+16;Frailty;70;334;billpaxton
2942;['drama'];304357;21204929;Woman in Gold;73;440;simoncurtis
2943;['drama'];11184;6799314;Kinsey;66;131;billcondon
2944;['fantasy', 'horror', 'comedy'];766;33758281;Army of Darkness;73;838;samraimi
2945;['comedy', 'romance'];20009;9371811;Slackers;54;60;deweynicks
2946;['romance', 'drama'];1587;33282794;What's Eating Gilbert Grape;75;919;lassehallstrÃ¶m
2947;['drama', 'history'];30973;3,20817E+16;The Visual Bible: The Gospel of John;82;12;philipsaville
2948;['crime', 'drama'];11109;4131918;Vera Drake;68;80;mikeleigh
2949;['comedy', 'romance'];9027;4,09329E+15;The Guru;51;75;daisyvonscherlermayer
2950;['comedy', 'drama', 'romance'];63020;1187671;The Perez Family;66;9;miranair
2951;['drama', 'music'];86829;36319205;Inside Llewyn Davis;72;834;joelcoen
2952;['drama', 'romance', 'thriller'];11065;4,14675E+15;O;58;75;timblakenelson
2953;['drama', 'adventure', 'romance'];13888;9705589;Return to the Blue Lagoon;51;153;williama.graham
2954;['drama', 'history'];42345;1,39699E+16;The Molly Maguires;59;16;martinritt
2955;['comedy', 'music', 'romance'];13994;4056774;Romance & Cigarettes;60;33;johnturturro
2956;['drama'];1590;5062687;Copying Beethoven;62;42;agnieszkaholland
2957;['drama', 'thriller', 'crime'];62728;3,12215E+16;Brighton Rock;56;35;rowanjoffe
2958;['horror', 'thriller', 'crime'];11917;3,29438E+16;Saw V;59;820;davidhackl
2959;['drama', 'action', 'thriller'];45138;700127;Machine Gun McCain;73;6;giulianomontaldo
2960;['drama', 'comedy', 'romance'];80271;3,17632E+16;LOL;59;881;lisaazuelos
2961;['crime', 'drama', 'mystery'];4657;8950864;Jindabyne;57;25;raylawrence
2962;['drama', 'romance'];14395;3246903;Kabhi Alvida Naa Kehna;61;42;karanjohar
2963;['drama', 'comedy', 'romance'];24137;4519523;An Ideal Husband;63;46;oliverparker
2964;['sciencefiction', 'thriller', 'horror'];190847;18764453;The Last Days on Mars;52;302;ruairirobinson
2965;['horror'];11056;6340135;Darkness;56;112;jaumebalaguerÃ³
2966;['sciencefiction', 'mystery', 'adventure'];62;86201184;2001: A Space Odyssey;79;2998;stanleykubrick
2967;['sciencefiction', 'adventure', 'family'];601;56105798;E.T. the Extra-Terrestrial;73;3269;stevenspielberg
2968;['romance', 'comedy', 'drama'];13067;12792446;In the Land of Women;58;160;jonkasdan
2969;['adventure', 'drama', 'family'];25379;1985552;The Blue Butterfly;68;6;lÃ©apool
2970;['drama', 'comedy'];88641;37073;There Goes My Baby;85;2;floydmutrux
2971;['drama', 'comedy', 'romance'];58051;1,2082E+16;Housefull;52;29;sajidkhan
2972;['drama', 'action', 'history'];14877;3,64685E+16;September Dawn;50;16;christophercain
2973;['history', 'drama'];96399;5759545;For Greater Glory - The True Story of Cristiada;64;35;deanwright
2974;['comedy', 'drama', 'music'];304410;25302978;The BÃ©lier Family;70;766;ericlartigau
2975;['drama'];489;4,37349E+16;Good Will Hunting;79;2811;gusvansant
2976;['drama', 'thriller'];373314;10016909;Misconduct;53;149;shintaroshimosawa
2977;['horror', 'thriller', 'crime'];214;33124871;Saw III;61;1071;darrenlynnbousman
2978;['action', 'comedy'];10890;10892398;Stripes;65;249;ivanreitman
2979;['comedy'];1588;14754281;Bring It On;58;568;peytonreed
2980;['action', 'horror', 'thriller'];316727;53727146;The Purge: Election Year;61;1306;jamesdemonaco
2981;['comedy', 'romance'];10314;89876;She's All That;57;418;robertiscove
2982;['horror', 'thriller', 'crime'];663;29244768;Saw IV;59;903;darrenlynnbousman
2983;['drama', 'horror', 'thriller'];11804;1,44477E+16;White Noise;56;261;geoffreysax
2984;['drama', 'comedy', 'romance'];16781;5882208;Madea's Family Reunion;60;77;tylerperry
2985;['drama'];11873;173393;The Color of Money;67;291;martinscorsese
2986;['action', 'drama', 'history'];9289;19524972;The Longest Day;72;234;bernhardwicki
2987;['comedy', 'family'];10414;8932837;The Mighty Ducks;64;198;stephenherek
2988;['horror', 'mystery', 'thriller'];1970;35695442;The Grudge;58;865;takashishimizu
